id,funded_amount,loan_amount,activity,sector,country_code,country,region,currency,posted_time,disbursed_time,funded_time,term_in_months,repayment_interval,date,Gender,funded_year
980905,650.0,650.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-18,2015-11-10,2015-11-23,14.0,monthly,2015-11-18,male,2015
980898,1300.0,1300.0,Sewing,Services,EG,Egypt,Baniswef,EGP,2015-11-18,2015-11-10,2015-11-23,14.0,monthly,2015-11-18,female,2015
980849,2575.0,2575.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-18,2015-11-10,2015-11-26,14.0,monthly,2015-11-18,female,2015
980895,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-18,2015-11-10,2015-11-23,14.0,monthly,2015-11-18,male,2015
981436,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-25,14.0,monthly,2015-11-19,male,2015
981481,650.0,650.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-25,14.0,monthly,2015-11-19,male,2015
981531,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-26,14.0,monthly,2015-11-19,male,2015
981420,525.0,525.0,Clothing,Clothing,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-24,14.0,monthly,2015-11-19,male,2015
981518,900.0,900.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-27,14.0,monthly,2015-11-19,male,2015
981468,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-24,14.0,monthly,2015-11-19,female,2015
981443,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-24,14.0,monthly,2015-11-19,male,2015
981486,900.0,900.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-24,14.0,monthly,2015-11-19,female,2015
981428,400.0,400.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-24,14.0,monthly,2015-11-19,female,2015
981412,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-24,14.0,monthly,2015-11-19,male,2015
981492,1300.0,1300.0,Blacksmith,Manufacturing,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-24,14.0,monthly,2015-11-19,male,2015
981402,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-28,14.0,monthly,2015-11-19,male,2015
981460,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-11-19,2015-11-10,2015-11-27,14.0,monthly,2015-11-19,male,2015
984469,650.0,650.0,Retail,Retail,EG,Egypt,Baniswef,EGP,2015-11-24,2015-11-10,2015-11-30,14.0,monthly,2015-11-24,male,2015
984475,1300.0,1300.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-11-24,2015-11-10,2015-12-01,14.0,monthly,2015-11-24,male,2015
985309,400.0,400.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-11-25,2015-11-10,2015-11-29,14.0,monthly,2015-11-25,female,2015
985322,650.0,650.0,Crafts,Arts,EG,Egypt,Baniswef,EGP,2015-11-25,2015-11-10,2015-11-30,14.0,monthly,2015-11-25,male,2015
991729,775.0,775.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-08,2015-12-08,2015-12-16,14.0,monthly,2015-12-08,male,2015
991728,525.0,525.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-12-08,2015-12-08,2015-12-11,14.0,monthly,2015-12-08,male,2015
995537,775.0,775.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,female,2015
995554,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,male,2015
995552,650.0,650.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,male,2015
995540,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,female,2015
995562,650.0,650.0,Dairy,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,male,2015
995529,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,male,2015
995555,1300.0,1300.0,Hardware,Retail,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,female,2015
995567,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,female,2015
995571,1025.0,1025.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-12-15,2015-12-08,2015-12-19,14.0,monthly,2015-12-15,male,2015
995916,650.0,650.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-21,14.0,monthly,2015-12-16,male,2015
995914,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-20,14.0,monthly,2015-12-16,male,2015
995932,1300.0,1300.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-22,14.0,monthly,2015-12-16,male,2015
995918,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-20,14.0,monthly,2015-12-16,female,2015
995923,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-22,14.0,monthly,2015-12-16,male,2015
995927,400.0,400.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-20,14.0,monthly,2015-12-16,female,2015
995925,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-20,14.0,monthly,2015-12-16,male,2015
995921,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-22,14.0,monthly,2015-12-16,male,2015
995929,650.0,650.0,Auto Repair,Services,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-22,14.0,monthly,2015-12-16,male,2015
995934,650.0,650.0,Electrical Goods,Retail,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-22,14.0,monthly,2015-12-16,male,2015
995942,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-22,14.0,monthly,2015-12-16,male,2015
995937,650.0,650.0,Hardware,Retail,EG,Egypt,Baniswef,EGP,2015-12-16,2015-12-08,2015-12-22,14.0,monthly,2015-12-16,male,2015
996545,2575.0,2575.0,Cement,Construction,EG,Egypt,Baniswef,EGP,2015-12-17,2015-12-08,2015-12-22,14.0,monthly,2015-12-17,male,2015
998357,1300.0,1300.0,Bakery,Food,EG,Egypt,Baniswef,EGP,2015-12-21,2015-12-08,2015-12-23,14.0,monthly,2015-12-21,male,2015
998343,1550.0,1550.0,Retail,Retail,EG,Egypt,Baniswef,EGP,2015-12-21,2015-12-08,2015-12-23,14.0,monthly,2015-12-21,male,2015
998345,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-21,2015-12-08,2015-12-23,14.0,monthly,2015-12-21,male,2015
998360,1300.0,1300.0,Construction,Construction,EG,Egypt,Baniswef,EGP,2015-12-21,2015-12-08,2015-12-23,14.0,monthly,2015-12-21,male,2015
998987,650.0,650.0,Bakery,Food,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2016-01-22,14.0,monthly,2015-12-22,male,2015
998972,400.0,400.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-24,14.0,monthly,2015-12-22,female,2015
998988,650.0,650.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-25,14.0,monthly,2015-12-22,male,2015
998995,525.0,525.0,Retail,Retail,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-25,14.0,monthly,2015-12-22,female,2015
998969,400.0,400.0,Electrical Goods,Retail,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-24,14.0,monthly,2015-12-22,female,2015
999000,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-24,14.0,monthly,2015-12-22,female,2015
998982,525.0,525.0,Fruits & Vegetables,Food,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-25,14.0,monthly,2015-12-22,male,2015
998976,525.0,525.0,Food Stall,Food,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-25,14.0,monthly,2015-12-22,male,2015
998983,650.0,650.0,Sewing,Services,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-24,14.0,monthly,2015-12-22,female,2015
998980,400.0,400.0,Home Products Sales,Retail,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-24,14.0,monthly,2015-12-22,female,2015
998991,525.0,525.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-22,2015-12-20,2015-12-24,14.0,monthly,2015-12-22,female,2015
1000247,650.0,650.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-26,14.0,monthly,2015-12-24,female,2015
1000250,650.0,650.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-26,14.0,monthly,2015-12-24,female,2015
1000230,650.0,650.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-27,14.0,monthly,2015-12-24,male,2015
1000237,150.0,150.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-25,14.0,monthly,2015-12-24,female,2015
1000235,400.0,400.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-26,14.0,monthly,2015-12-24,male,2015
1000244,650.0,650.0,Livestock,Agriculture,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-27,14.0,monthly,2015-12-24,male,2015
1000252,650.0,650.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-27,14.0,monthly,2015-12-24,female,2015
1000240,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-12-24,2015-12-20,2015-12-26,14.0,monthly,2015-12-24,male,2015
1000736,150.0,150.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-12-27,2015-12-20,2015-12-27,14.0,monthly,2015-12-27,female,2015
1000737,525.0,525.0,Fruits & Vegetables,Food,EG,Egypt,Minia,EGP,2015-12-27,2015-12-20,2015-12-27,14.0,monthly,2015-12-27,female,2015
1001097,2575.0,2575.0,Electrical Goods,Retail,EG,Egypt,Baniswef,EGP,2015-12-28,2015-12-08,2015-12-30,14.0,monthly,2015-12-28,female,2015
1001077,650.0,650.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2015-12-30,14.0,monthly,2015-12-28,male,2015
1001045,650.0,650.0,Retail,Retail,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2015-12-29,14.0,monthly,2015-12-28,male,2015
1001066,650.0,650.0,Livestock,Agriculture,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2015-12-29,14.0,monthly,2015-12-28,male,2015
1001035,650.0,650.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2015-12-28,14.0,monthly,2015-12-28,female,2015
1001034,650.0,650.0,Retail,Retail,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2016-01-28,14.0,monthly,2015-12-28,male,2015
1001055,525.0,525.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2015-12-28,14.0,monthly,2015-12-28,male,2015
1001049,650.0,650.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2015-12-28,14.0,monthly,2015-12-28,male,2015
1001038,650.0,650.0,Livestock,Agriculture,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2016-01-22,14.0,monthly,2015-12-28,female,2015
1001060,650.0,650.0,Retail,Retail,EG,Egypt,Minia,EGP,2015-12-28,2015-12-20,2015-12-30,14.0,monthly,2015-12-28,male,2015
1001599,650.0,650.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-12-29,2015-12-20,2015-12-31,14.0,monthly,2015-12-29,female,2015
1001604,650.0,650.0,Butcher Shop,Food,EG,Egypt,Baniswef,EGP,2015-12-29,2015-12-08,2016-01-01,14.0,monthly,2015-12-29,male,2015
1001601,650.0,650.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-12-29,2015-12-20,2016-01-01,14.0,monthly,2015-12-29,male,2015
1001592,1300.0,1300.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2015-12-29,2015-12-08,2015-12-30,14.0,monthly,2015-12-29,female,2015
1001597,1300.0,1300.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-12-29,2015-12-20,2016-01-01,14.0,monthly,2015-12-29,male,2015
1004536,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-12,14.0,monthly,2016-01-06,male,2016
1004589,1300.0,1300.0,General Store,Retail,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-10,14.0,monthly,2016-01-06,female,2016
1004614,1025.0,1025.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-11,14.0,monthly,2016-01-06,female,2016
1004607,400.0,400.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-08,14.0,monthly,2016-01-06,male,2016
1004581,650.0,650.0,Livestock,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-07,14.0,monthly,2016-01-06,female,2016
1004575,650.0,650.0,Dairy,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-08,14.0,monthly,2016-01-06,male,2016
1004594,1300.0,1300.0,Dairy,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-08,14.0,monthly,2016-01-06,female,2016
1004532,1300.0,1300.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-13,14.0,monthly,2016-01-06,male,2016
1004590,650.0,650.0,Mobile Phones,Retail,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-17,14.0,monthly,2016-01-06,male,2016
1004528,775.0,775.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-09,14.0,monthly,2016-01-06,male,2016
1004585,1300.0,1300.0,Cosmetics Sales,Retail,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-17,14.0,monthly,2016-01-06,male,2016
1004604,1925.0,1925.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-17,26.0,irregular,2016-01-06,male,2016
1004619,1025.0,1025.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-12,14.0,monthly,2016-01-06,female,2016
1004579,650.0,650.0,Services,Services,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-07,14.0,monthly,2016-01-06,male,2016
1004568,1300.0,1300.0,Home Products Sales,Retail,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-17,14.0,monthly,2016-01-06,male,2016
1004595,1300.0,1300.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2016-01-06,2016-01-05,2016-01-12,14.0,monthly,2016-01-06,female,2016
1012061,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-01-21,2016-01-18,2016-01-24,14.0,monthly,2016-01-21,female,2016
1011850,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-21,2016-01-05,2016-01-23,14.0,monthly,2016-01-21,female,2016
1012062,650.0,650.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-01-21,2016-01-18,2016-01-24,14.0,monthly,2016-01-21,female,2016
1012456,525.0,525.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-25,14.0,monthly,2016-01-22,female,2016
1012451,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-02-22,14.0,monthly,2016-01-22,female,2016
1012444,650.0,650.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-25,14.0,monthly,2016-01-22,female,2016
1012447,1025.0,1025.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-26,14.0,monthly,2016-01-22,female,2016
1012482,650.0,650.0,Retail,Retail,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-27,14.0,monthly,2016-01-22,male,2016
1012463,1025.0,1025.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-27,14.0,monthly,2016-01-22,male,2016
1012453,400.0,400.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-26,14.0,monthly,2016-01-22,male,2016
1012475,400.0,400.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-25,14.0,monthly,2016-01-22,female,2016
1012485,650.0,650.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-26,14.0,monthly,2016-01-22,male,2016
1012478,400.0,400.0,Fruits & Vegetables,Food,EG,Egypt,Minia,EGP,2016-01-22,2016-01-18,2016-01-25,14.0,monthly,2016-01-22,female,2016
1012864,1300.0,1300.0,Food Market,Food,EG,Egypt,Minia,EGP,2016-01-24,2016-01-18,2016-02-12,14.0,monthly,2016-01-24,male,2016
1012860,1300.0,1300.0,Food,Food,EG,Egypt,Minia,EGP,2016-01-24,2016-01-18,2016-02-01,14.0,monthly,2016-01-24,male,2016
1014706,1300.0,1300.0,Food,Food,EG,Egypt,Minia,EGP,2016-01-27,2016-01-18,2016-02-04,14.0,monthly,2016-01-27,male,2016
1014662,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-27,2016-02-01,2016-02-03,14.0,monthly,2016-01-27,female,2016
1014650,650.0,650.0,Bakery,Food,EG,Egypt,Baniswef,EGP,2016-01-27,2016-02-01,2016-02-01,14.0,monthly,2016-01-27,male,2016
1014722,650.0,650.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-01-27,2016-01-18,2016-02-07,14.0,monthly,2016-01-27,male,2016
1014633,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-27,2016-02-01,2016-01-31,14.0,monthly,2016-01-27,female,2016
1014640,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-27,2016-02-01,2016-02-02,14.0,monthly,2016-01-27,female,2016
1014644,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-27,2016-02-01,2016-01-31,14.0,monthly,2016-01-27,female,2016
1014655,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2016-01-27,2016-02-01,2016-01-31,14.0,monthly,2016-01-27,female,2016
1016382,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-31,2016-02-01,2016-02-03,14.0,monthly,2016-01-31,male,2016
1016383,1300.0,1300.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-01-31,2016-02-01,2016-02-17,14.0,monthly,2016-01-31,male,2016
1018418,1025.0,1025.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-24,14.0,monthly,2016-02-04,male,2016
1018402,650.0,650.0,Sewing,Services,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-20,14.0,monthly,2016-02-04,male,2016
1018388,650.0,650.0,Livestock,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018437,650.0,650.0,Home Products Sales,Retail,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-17,14.0,monthly,2016-02-04,female,2016
1018378,400.0,400.0,Livestock,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-06,14.0,monthly,2016-02-04,female,2016
1018412,400.0,400.0,Mobile Phones,Retail,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018398,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018395,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-21,14.0,monthly,2016-02-04,male,2016
1018429,650.0,650.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-13,14.0,monthly,2016-02-04,male,2016
1018403,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-21,14.0,monthly,2016-02-04,male,2016
1018417,1925.0,1925.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-25,14.0,monthly,2016-02-04,male,2016
1018381,650.0,650.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-17,14.0,monthly,2016-02-04,male,2016
1018439,525.0,525.0,Electrical Goods,Retail,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-15,14.0,monthly,2016-02-04,female,2016
1018421,900.0,900.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-25,14.0,monthly,2016-02-04,male,2016
1018371,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-17,14.0,monthly,2016-02-04,male,2016
1018427,650.0,650.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-21,14.0,monthly,2016-02-04,male,2016
1018360,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-06,14.0,monthly,2016-02-04,female,2016
1018400,650.0,650.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018363,650.0,650.0,Cafe,Food,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-17,14.0,monthly,2016-02-04,male,2016
1018407,1300.0,1300.0,Auto Repair,Services,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-23,14.0,monthly,2016-02-04,male,2016
1018397,650.0,650.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-22,14.0,monthly,2016-02-04,male,2016
1018392,650.0,650.0,Butcher Shop,Food,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-21,14.0,monthly,2016-02-04,male,2016
1018431,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018415,525.0,525.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-22,14.0,monthly,2016-02-04,male,2016
1018390,2575.0,2575.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-21,14.0,monthly,2016-02-04,male,2016
1018434,775.0,775.0,Beverages,Food,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-22,14.0,monthly,2016-02-04,male,2016
1018394,1300.0,1300.0,Restaurant,Food,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-21,14.0,monthly,2016-02-04,male,2016
1018436,650.0,650.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-22,14.0,monthly,2016-02-04,male,2016
1018362,1300.0,1300.0,Phone Repair,Services,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-17,14.0,monthly,2016-02-04,male,2016
1018375,650.0,650.0,Livestock,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-19,14.0,monthly,2016-02-04,male,2016
1018386,650.0,650.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018384,400.0,400.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-13,14.0,monthly,2016-02-04,male,2016
1018408,650.0,650.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-11,14.0,monthly,2016-02-04,female,2016
1018424,900.0,900.0,Fruits & Vegetables,Food,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-20,14.0,monthly,2016-02-04,male,2016
1018373,650.0,650.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018401,650.0,650.0,Clothing,Clothing,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-22,14.0,monthly,2016-02-04,male,2016
1018414,900.0,900.0,Carpentry,Construction,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-21,14.0,monthly,2016-02-04,male,2016
1018440,650.0,650.0,Home Products Sales,Retail,EG,Egypt,Minia,EGP,2016-02-04,2016-02-08,2016-02-12,14.0,monthly,2016-02-04,female,2016
1018404,2575.0,2575.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-17,14.0,monthly,2016-02-04,female,2016
1018368,650.0,650.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2016-02-04,2016-02-08,2016-02-18,14.0,monthly,2016-02-04,male,2016
1018963,650.0,650.0,Agriculture,Agriculture,EG,Egypt,Minia,EGP,2016-02-05,2016-02-08,2016-02-18,14.0,monthly,2016-02-05,male,2016
1018991,650.0,650.0,Retail,Retail,EG,Egypt,Minia,EGP,2016-02-05,2016-02-08,2016-02-23,14.0,monthly,2016-02-05,male,2016
1018995,775.0,775.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2016-02-05,2016-02-08,2016-02-11,14.0,monthly,2016-02-05,male,2016
1018981,650.0,650.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2016-02-05,2016-02-08,2016-02-17,14.0,monthly,2016-02-05,male,2016
1018983,900.0,900.0,Motorcycle Repair,Services,EG,Egypt,Minia,EGP,2016-02-05,2016-02-08,2016-02-18,14.0,monthly,2016-02-05,male,2016
